        66         66        444
        66         66        506
        66         66        610
        66         66        803
        66         66        826
        66         66        883
        66         66        885
        66         66        961
        66         66        973
        67         67        197
        67         67        634
        67         67        950
        67         67        998
        68         68         48
        68         68        266
        68         68        402
        68         68        423
        68         68        432
        68         68        610
        68         68        738
        68         68        778
        68         68        885
        68         68        961
        68         68        973
        69         69         48
        69         69        169
        69         69        238
        69         69        247
        69         69        307
        69         69        402
        69         69        480
        69         69        570
        69         69        610
        69         69        634
        69         69        885
        69         69        950
        69         69        961
        69         69        973
        69         69        998
        70         70          3
        70         70         48
        70         70        111
        70         70        169
        70         70        222
        70         70        266
        70         70        402
        70         70        423
        70         70        432
        70         70        444
        70         70        570
        70         70        610
        70         70        647
        70         70        738
        70         70        778
        70         70        885
        70         70        961
        70         70        973
        71         71        238
        71         71        570
        71         71        729
        72         72         71
        72         72        238
        72         72        338
        72         72        570
        72         72        647
        72         72        778
        73         73        266
        73         73        402
        73         73        423
        73         73        432
        73         73        738
        73         73        778
        74         74        266
        74         74        423
        74         74        432
        74         74        778
        75         75        444
        75         75        480
        75         75        629
        75         75        634
        75         75        803
        75         75        883
        75         75        950
        75         75        998
        76         76         48
        76         76        402
        76         76        480
        76         76        610
        76         76        629
        76         76        634
        76         76        885
        76         76        950
        76         76        961
        76         76        973
        76         76        998
        77         77         48
        77         77         71
        77         77        169
        77         77        338
        77         77        402
        77         77        432
        77         77        443
        77         77        610
        77         77        634
        77         77        647
        77         77        778
        77         77        885
        77         77        950
        77         77        961
        77         77        973
        77         77        998
        78         78         26
        78         78        111
        78         78        222
        78         78        444
        78         78        570
        78         78        598
        78         78        628
        78         78        729
        79         79          3
        79         79        111
        79         79        197
        79         79        506
        79         79        634
        79         79        913
        79         79        950
        79         79        998
        80         80          3
        80         80         48
        80         80        111
        80         80        402
        80         80        610
        80         80        885
        80         80        913
        80         80        961
        80         80        973
        81         81        111
        81         81        197
        81         81        222
        81         81        238
        81         81        443
        81         81        444
        81         81        570
        81         81        634
        81         81        950
        81         81        998
        82         82          3
        82         82        111
        82         82        169
        82         82        238
        82         82        432
        82         82        570
        82         82        647
        82         82        913
        83         83         48
        83         83        402
        83         83        480
        83         83        610
        83         83        629
        83         83        634
        83         83        885
        83         83        950
        83         83        961
        83         83        973
        83         83        998
        84         84         71
        84         84        238
        84         84        338
        84         84        480
        84         84        506
        84         84        570
        84         84        629
        84         84        634
        84         84        647
        84         84        729
        84         84        778
        84         84        950
        84         84        998
        85         85         48
        85         85        247
        85         85        307
        85         85        402
        85         85        610
        85         85        723
        85         85        885
        85         85        961
        85         85        973
        86         86         48
        86         86        402
        86         86        570
        86         86        610
        86         86        705
        86         86        729
        86         86        885
        86         86        961
        86         86        973
        87         87        111
        87         87        169
        87         87        222
        87         87        432
        87         87        444
        87         87        506
        87         87        570
        87         87        628
        87         87        647
        87         87        729
        88         88         48
        88         88        402
        88         88        506
        88         88        610
        88         88        634
        88         88        885
        88         88        950
        88         88        961
        88         88        973
        89         89         48
        89         89        402
        89         89        506
        89         89        610
        89         89        885
        89         89        961
        89         89        973
        90         90         48
        90         90        238
        90         90        266
        90         90        402
        90         90        423
        90         90        432
        90         90        480
        90         90        570
        90         90        610
        90         90        629
        90         90        634
        90         90        738
        90         90        778
        90         90        885
        90         90        950
        90         90        961
        90         90        973
        90         90        998
        91         91         48
        91         91        197
        91         91        402
        91         91        610
        91         91        628
        91         91        634
        91         91        729
        91         91        885
        91         91        950
        91         91        961
        91         91        973
        91         91        998
        92         92         48
        92         92        247
        92         92        402
        92         92        480
        92         92        610
        92         92        628
        92         92        629
        92         92        634
        92         92        723
        92         92        729
        92         92        885
        92         92        961
        92         92        973
        92         92        998
        93         93         48
        93         93        402
        93         93        443
        93         93        470
        93         93        506
        93         93        610
        93         93        634
        93         93        885
        93         93        950
        93         93        961
        93         93        973
        93         93        998
        94         94         48
        94         94        402
        94         94        480
        94         94        506
        94         94        610
        94         94        629
        94         94        634
        94         94        885
        94         94        950
        94         94        961
        94         94        973
        94         94        998
        95         95         48
        95         95        197
        95         95        402
        95         95        443
        95         95        444
        95         95        610
        95         95        634
        95         95        803
        95         95        826
        95         95        883
        95         95        885
        95         95        950
        95         95        961
        95         95        973
        95         95        998
        96         96          3
        96         96         48
        96         96        111
        96         96        402
        96         96        480
        96         96        610
        96         96        629
        96         96        634
        96         96        885
        96         96        913
        96         96        950
        96         96        961
        96         96        973
        96         96        998
        97         97          3
        97         97         71
        97         97        111
        97         97        197
        97         97        266
        97         97        338
        97         97        402
        97         97        423
        97         97        432
        97         97        634
        97         97        647
        97         97        738
        97         97        778
        97         97        913
        97         97        998
        98         98         48
        98         98        402
        98         98        506
        98         98        610
        98         98        628
        98         98        729
        98         98        885
        98         98        961
        98         98        973
        99         99         48
        99         99        402
        99         99        443
        99         99        570
        99         99        610
        99         99        634
        99         99        885
        99         99        950
        99         99        961
        99         99        973
        99         99        998
       100        100         48
       100        100        402
       100        100        610
       100        100        885
       100        100        961
       100        100        973
       101        101          3
       101        101         48
       101        101        111
       101        101        402
       101        101        610
       101        101        885
       101        101        913
       101        101        961
       101        101        973
       102        102         71
       102        102        197
       102        102        338
       102        102        443
       102        102        634
       102        102        647
       102        102        778
       102        102        950
       102        102        998
       103        103         48
       103        103        402
       103        103        610
       103        103        629
       103        103        634
       103        103        885
       103        103        950
       103        103        961
       103        103        973
       103        103        998
       104        104         48
       104        104         71
       104        104        338
       104        104        402
       104        104        610
       104        104        647
       104        104        778
       104        104        973
       105        105         48
       105        105        402
       105        105        444
       105        105        480
       105        105        610
       105        105        629
       105        105        634
       105        105        729
       105        105        803
       105        105        826
       105        105        883
       105        105        885
       105        105        950
       105        105        961
       105        105        973
       105        105        998
       106        106          3
       106        106         48
       106        106        111
       106        106        169
       106        106        247
       106        106        307
       106        106        402
       106        106        432
       106        106        506
       106        106        610
       106        106        885
       106        106        913
       106        106        961
       106        106        973
       107        107        480
       107        107        629
       107        107        634
       107        107        950
       107        107        998
       108        108         48
       108        108        402
       108        108        610
       108        108        885
       108        108        961
       108        108        973
       109        109        480
       109        109        629
       109        109        634
       109        109        950
       109        109        998
       110        110         48
       110        110        197
       110        110        402
       110        110        610
       110        110        634
       110        110        885
       110        110        950
       110        110        961
       110        110        973
       111        111         48
       111        111        111
       111        111        222
       111        111        266
       111        111        402
       111        111        423
       111        111        432
       111        111        444
       111        111        570
       111        111        610
       111        111        738
       111        111        778
       111        111        885
       111        111        961
       111        111        973
       112        112          3
       112        112         48
       112        112        111
       112        112        238
       112        112        402
       112        112        432
       112        112        570
       112        112        610
       112        112        628
       112        112        729
       112        112        885
       112        112        913
       112        112        961
       112        112        973
       113        113         48
       113        113         71
       113        113        111
       113        113        222
       113        113        338
       113        113        402
       113        113        444
       113        113        570
       113        113        610
       113        113        647
       113        113        778
       113        113        885
       113        113        961
       113        113        973
       114        114        238
       114        114        443
       114        114        470
       114        114        570
       114        114        634
       114        114        950
       114        114        998
       115        115         48
       115        115        111
       115        115        222
       115        115        402
       115        115        444
       115        115        480
       115        115        570
       115        115        610
       115        115        629
       115        115        634
       115        115        885
       115        115        950
       115        115        961
       115        115        973
       115        115        998
       116        116         48
       116        116        402
       116        116        570
       116        116        885
       116        116        961
       116        116        973
       117        117          3
       117        117        111
       117        117        247
       117        117        307
       117        117        723
       117        117        913
       118        118         48
       118        118        402
       118        118        432
       118        118        610
       118        118        885
       118        118        961
       118        118        973
       119        119         48
       119        119        402
       119        119        480
       119        119        610
       119        119        629
       119        119        634
       119        119        885
       119        119        950
       119        119        961
       119        119        973
       119        119        998
       120        120          3
       120        120         48
       120        120        111
       120        120        238
       120        120        402
       120        120        506
       120        120        570
       120        120        610
       120        120        729
       120        120        885
       120        120        913
       120        120        961
       120        120        973
       121        121        169
       121        121        266
       121        121        402
       121        121        423
       121        121        432
       121        121        480
       121        121        629
       121        121        634
       121        121        647
       121        121        738
       121        121        778
       121        121        950
       121        121        998
       122        122         48
       122        122        402
       122        122        570
       122        122        610
       122        122        885
       122        122        961
       122        122        973
       123        123         48
       123        123        197
       123        123        238
       123        123        402
       123        123        443
       123        123        506
       123        123        570
       123        123        610
       123        123        634
       123        123        729
       123        123        885
       123        123        950
       123        123        961
       123        123        973
       123        123        998
       124        124         48
       124        124        238
       124        124        402
       124        124        570
       124        124        610
       124        124        885
       124        124        961
       124        124        973
       125        125          3
       125        125         48
       125        125         71
       125        125        111
       125        125        338
       125        125        402
       125        125        610
       125        125        647
       125        125        778
       125        125        885
       125        125        913
       125        125        961
       125        125        973
       126        126        197
       126        126        266
       126        126        402
       126        126        423
       126        126        432
       126        126        443
       126        126        634
       126        126        738
       126        126        778
       126        126        950
       126        126        998
       127        127          3
       127        127         48
       127        127        111
       127        127        402
       127        127        506
       127        127        885
       127        127        913
       127        127        961
       127        127        973
       128        128         48
       128        128        402
       128        128        610
       128        128        885
       128        128        961
       128        128        973
       129        129          3
       129        129         48
       129        129        111
       129        129        169
       129        129        247
       129        129        307
       129        129        402
       129        129        432
       129        129        610
       129        129        723
       129        129        885
       129        129        913
       129        129        961
       129        129        973
       130        130         48
       130        130        197
       130        130        402
       130        130        443
       130        130        610
       130        130        634
       130        130        803
       130        130        826
       130        130        885
       130        130        950
       130        130        961
       130        130        973
       130        130        998
       131        131         48
       131        131        402
       131        131        480
       131        131        610
       131        131        629
       131        131        634
       131        131        885
       131        131        950
       131        131        961
       131        131        973
       131        131        998
       132        132        247
       132        132        307
       132        132        723
       133        133         71
       133        133        169
       133        133        266
       133        133        338
       133        133        402
       133        133        423
       133        133        432
       133        133        647
       133        133        738
       133        133        778
       134        134        111
       134        134        169
       134        134        222
       134        134        247
       134        134        432
       134        134        444
       134        134        570
       134        134        578
       134        134        647
       135        135        266
       135        135        402
       135        135        423
       135        135        432
       135        135        738
       135        135        778
       136        136         48
       136        136        266
       136        136        402
       136        136        423
       136        136        432
       136        136        610
       136        136        738
       136        136        778
